StudentID,State,Region,,,,,,,,,,,,,,,,
986,Manipur,EASTERN REGION,,,,,,,,,,,,,,,,
987,Mizoram,EASTERN REGION,,,,,,,,,,,,,,,,
988,Karnataka,SOUTHERN REGION,,,,,,,,,,,,,,,,
988,Arunachal Pradesh,EASTERN REGION,,,,,,,,,,,,,,,,
988,Uttar Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
988,Punjab,NORTHERN REGION,,,,,,,,,,,,,,,,
988,Tripura,EASTERN REGION,,,,,,,,,,,,,,,,
989,Jharkhand,EASTERN REGION,,,,,,,,,,,,,,,,
989,Andhra Pradesh,SOUTHERN REGION,,,,,,,,,,,,,,,,
990,Assam,EASTERN REGION,,,,,,,,,,,,,,,,
990,Tamil Nadu,SOUTHERN REGION,,,,,,,,,,,,,,,,
990,Manipur,EASTERN REGION,,,,,,,,,,,,,,,,
990,Jharkhand,EASTERN REGION,,,,,,,,,,,,,,,,
991,Madhya Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
992,Manipur,EASTERN REGION,,,,,,,,,,,,,,,,
993,Telangana,SOUTHERN REGION,,,,,,,,,,,,,,,,
993,Tripura,EASTERN REGION,,,,,,,,,,,,,,,,
993,Uttaranchal ,NORTHERN REGION,,,,,,,,,,,,,,,,
993,Sikkim,EASTERN REGION,,,,,,,,,,,,,,,,
993,Manipur,EASTERN REGION,,,,,,,,,,,,,,,,
994,Tamil Nadu,SOUTHERN REGION,,,,,,,,,,,,,,,,
994,Maharashtra,WESTERN REGION,,,,,,,,,,,,,,,,
994,Tamil Nadu,SOUTHERN REGION,,,,,,,,,,,,,,,,
994,Tripura,EASTERN REGION,,,,,,,,,,,,,,,,
995,Tamil Nadu,SOUTHERN REGION,,,,,,,,,,,,,,,,
995,Mizoram,EASTERN REGION,,,,,,,,,,,,,,,,
995,Haryana,NORTHERN REGION,,,,,,,,,,,,,,,,
995,Meghalaya,EASTERN REGION,,,,,,,,,,,,,,,,
995,Meghalaya,EASTERN REGION,,,,,,,,,,,,,,,,
996,Kerala,SOUTHERN REGION,,,,,,,,,,,,,,,,
997,Odisha,EASTERN REGION,,,,,,,,,,,,,,,,
997,Punjab,NORTHERN REGION,,,,,,,,,,,,,,,,
997,Manipur,EASTERN REGION,,,,,,,,,,,,,,,,
997,Meghalaya,EASTERN REGION,,,,,,,,,,,,,,,,
997,Goa,WESTERN REGION,,,,,,,,,,,,,,,,
998,Uttaranchal ,NORTHERN REGION,,,,,,,,,,,,,,,,
998,Telangana,SOUTHERN REGION,,,,,,,,,,,,,,,,
998,Madhya Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
998,Gujarat,WESTERN REGION,,,,,,,,,,,,,,,,
998,Punjab,NORTHERN REGION,,,,,,,,,,,,,,,,
999,Chhattisgarh,NORTHERN REGION,,,,,,,,,,,,,,,,
1000,Kerala,SOUTHERN REGION,,,,,,,,,,,,,,,,
1000,Rajasthan,NORTHERN REGION,,,,,,,,,,,,,,,,
1000,Karnataka,SOUTHERN REGION,,,,,,,,,,,,,,,,
1000,Mizoram,EASTERN REGION,,,,,,,,,,,,,,,,
1001,Tamil Nadu,SOUTHERN REGION,,,,,,,,,,,,,,,,
1001,Meghalaya,EASTERN REGION,,,,,,,,,,,,,,,,
1002,Assam,EASTERN REGION,,,,,,,,,,,,,,,,
1002,Uttar Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1002,Andhra Pradesh,SOUTHERN REGION,,,,,,,,,,,,,,,,
1002,Kerala,SOUTHERN REGION,,,,,,,,,,,,,,,,
1002,Sikkim,EASTERN REGION,,,,,,,,,,,,,,,,
1003,Meghalaya,EASTERN REGION,,,,,,,,,,,,,,,,
1004,Uttar Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1005,Chhattisgarh,NORTHERN REGION,,,,,,,,,,,,,,,,
1005,Manipur,EASTERN REGION,,,,,,,,,,,,,,,,
1005,Madhya Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1006,Karnataka,SOUTHERN REGION,,,,,,,,,,,,,,,,
1006,Goa,WESTERN REGION,,,,,,,,,,,,,,,,
1006,Manipur,EASTERN REGION,,,,,,,,,,,,,,,,
1007,Uttaranchal ,NORTHERN REGION,,,,,,,,,,,,,,,,
1007,Nagaland,EASTERN REGION,,,,,,,,,,,,,,,,
1007,Mizoram,EASTERN REGION,,,,,,,,,,,,,,,,
1007,Nagaland,EASTERN REGION,,,,,,,,,,,,,,,,
1008,Madhya Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1008,Odisha,EASTERN REGION,,,,,,,,,,,,,,,,
1008,Goa,WESTERN REGION,,,,,,,,,,,,,,,,
1008,Odisha,EASTERN REGION,,,,,,,,,,,,,,,,
1008,Kerala,SOUTHERN REGION,,,,,,,,,,,,,,,,
1009,Rajasthan,NORTHERN REGION,,,,,,,,,,,,,,,,
1009,West Bengal,EASTERN REGION,,,,,,,,,,,,,,,,
1009,Mizoram,EASTERN REGION,,,,,,,,,,,,,,,,
1009,Gujarat,WESTERN REGION,,,,,,,,,,,,,,,,
1010,Nagaland,EASTERN REGION,,,,,,,,,,,,,,,,
1010,Goa,WESTERN REGION,,,,,,,,,,,,,,,,
1011,Uttaranchal ,NORTHERN REGION,,,,,,,,,,,,,,,,
1012,Meghalaya,EASTERN REGION,,,,,,,,,,,,,,,,
1012,Goa,WESTERN REGION,,,,,,,,,,,,,,,,
1013,Himachal Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1013,Karnataka,SOUTHERN REGION,,,,,,,,,,,,,,,,
1013,Kerala,SOUTHERN REGION,,,,,,,,,,,,,,,,
1013,Odisha,EASTERN REGION,,,,,,,,,,,,,,,,
1014,Punjab,NORTHERN REGION,,,,,,,,,,,,,,,,
1014,Rajasthan,NORTHERN REGION,,,,,,,,,,,,,,,,
1014,Uttar Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1014,Punjab,NORTHERN REGION,,,,,,,,,,,,,,,,
1014,Manipur,EASTERN REGION,,,,,,,,,,,,,,,,
1015,Haryana,NORTHERN REGION,,,,,,,,,,,,,,,,
1015,West Bengal,EASTERN REGION,,,,,,,,,,,,,,,,
1015,Karnataka,SOUTHERN REGION,,,,,,,,,,,,,,,,
1016,Maharashtra,WESTERN REGION,,,,,,,,,,,,,,,,
1016,Maharashtra,WESTERN REGION,,,,,,,,,,,,,,,,
1016,Tamil Nadu,SOUTHERN REGION,,,,,,,,,,,,,,,,
1016,Telangana,SOUTHERN REGION,,,,,,,,,,,,,,,,
1017,Tamil Nadu,SOUTHERN REGION,,,,,,,,,,,,,,,,
1017,Nagaland,EASTERN REGION,,,,,,,,,,,,,,,,
1017,Haryana,NORTHERN REGION,,,,,,,,,,,,,,,,
1017,Tripura,EASTERN REGION,,,,,,,,,,,,,,,,
1017,Assam,EASTERN REGION,,,,,,,,,,,,,,,,
1018,Arunachal Pradesh,EASTERN REGION,,,,,,,,,,,,,,,,
1018,Chhattisgarh,NORTHERN REGION,,,,,,,,,,,,,,,,
1019,Manipur,EASTERN REGION,,,,,,,,,,,,,,,,
1019,Telangana,SOUTHERN REGION,,,,,,,,,,,,,,,,
1019,Andhra Pradesh,SOUTHERN REGION,,,,,,,,,,,,,,,,
1019,Mizoram,EASTERN REGION,,,,,,,,,,,,,,,,
1019,Chhattisgarh,NORTHERN REGION,,,,,,,,,,,,,,,,
1020,Haryana,NORTHERN REGION,,,,,,,,,,,,,,,,
1020,Madhya Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1020,Goa,WESTERN REGION,,,,,,,,,,,,,,,,
1020,Bihar,EASTERN REGION,,,,,,,,,,,,,,,,
1021,Telangana,SOUTHERN REGION,,,,,,,,,,,,,,,,
1022,Rajasthan,NORTHERN REGION,,,,,,,,,,,,,,,,
1023,Nagaland,EASTERN REGION,,,,,,,,,,,,,,,,
1023,Goa,WESTERN REGION,,,,,,,,,,,,,,,,
1023,Manipur,EASTERN REGION,,,,,,,,,,,,,,,,
1024,Himachal Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1024,Tamil Nadu,SOUTHERN REGION,,,,,,,,,,,,,,,,
1024,Jharkhand,EASTERN REGION,,,,,,,,,,,,,,,,
1025,Odisha,EASTERN REGION,,,,,,,,,,,,,,,,
1025,Andhra Pradesh,SOUTHERN REGION,,,,,,,,,,,,,,,,
1025,Chhattisgarh,NORTHERN REGION,,,,,,,,,,,,,,,,
1025,Tripura,EASTERN REGION,,,,,,,,,,,,,,,,
1026,Tripura,EASTERN REGION,,,,,,,,,,,,,,,,
1026,Madhya Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1027,Jharkhand,EASTERN REGION,,,,,,,,,,,,,,,,
1027,Arunachal Pradesh,EASTERN REGION,,,,,,,,,,,,,,,,
1028,Bihar,EASTERN REGION,,,,,,,,,,,,,,,,
1028,Arunachal Pradesh,EASTERN REGION,,,,,,,,,,,,,,,,
1028,Meghalaya,EASTERN REGION,,,,,,,,,,,,,,,,
1028,Telangana,SOUTHERN REGION,,,,,,,,,,,,,,,,
1029,Manipur,EASTERN REGION,,,,,,,,,,,,,,,,
1029,Andhra Pradesh,SOUTHERN REGION,,,,,,,,,,,,,,,,
1029,Nagaland,EASTERN REGION,,,,,,,,,,,,,,,,
1030,Nagaland,EASTERN REGION,,,,,,,,,,,,,,,,
1030,Sikkim,EASTERN REGION,,,,,,,,,,,,,,,,
1031,Nagaland,EASTERN REGION,,,,,,,,,,,,,,,,
1031,Goa,WESTERN REGION,,,,,,,,,,,,,,,,
1031,Manipur,EASTERN REGION,,,,,,,,,,,,,,,,
1031,Andhra Pradesh,SOUTHERN REGION,,,,,,,,,,,,,,,,
1031,Tripura,EASTERN REGION,,,,,,,,,,,,,,,,
1032,Tripura,EASTERN REGION,,,,,,,,,,,,,,,,
1032,Gujarat,WESTERN REGION,,,,,,,,,,,,,,,,
1032,Andhra Pradesh,SOUTHERN REGION,,,,,,,,,,,,,,,,
1032,Tamil Nadu,SOUTHERN REGION,,,,,,,,,,,,,,,,
1033,Manipur,EASTERN REGION,,,,,,,,,,,,,,,,
1033,Manipur,EASTERN REGION,,,,,,,,,,,,,,,,
1033,Madhya Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1034,Nagaland,EASTERN REGION,,,,,,,,,,,,,,,,
1034,Mizoram,EASTERN REGION,,,,,,,,,,,,,,,,
1034,Meghalaya,EASTERN REGION,,,,,,,,,,,,,,,,
1034,Tamil Nadu,SOUTHERN REGION,,,,,,,,,,,,,,,,
1035,Gujarat,WESTERN REGION,,,,,,,,,,,,,,,,
1035,Arunachal Pradesh,EASTERN REGION,,,,,,,,,,,,,,,,
1035,Sikkim,EASTERN REGION,,,,,,,,,,,,,,,,
1036,Haryana,NORTHERN REGION,,,,,,,,,,,,,,,,
1036,Uttar Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1036,Rajasthan,NORTHERN REGION,,,,,,,,,,,,,,,,
1036,Uttar Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1036,Andhra Pradesh,SOUTHERN REGION,,,,,,,,,,,,,,,,
1037,Uttar Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1038,Karnataka,SOUTHERN REGION,,,,,,,,,,,,,,,,
1039,Tripura,EASTERN REGION,,,,,,,,,,,,,,,,
1039,Rajasthan,NORTHERN REGION,,,,,,,,,,,,,,,,
1039,West Bengal,EASTERN REGION,,,,,,,,,,,,,,,,
1039,Madhya Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1040,Haryana,NORTHERN REGION,,,,,,,,,,,,,,,,
1040,Himachal Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1040,Rajasthan,NORTHERN REGION,,,,,,,,,,,,,,,,
1040,Andhra Pradesh,SOUTHERN REGION,,,,,,,,,,,,,,,,
1040,Goa,WESTERN REGION,,,,,,,,,,,,,,,,
1041,Assam,EASTERN REGION,,,,,,,,,,,,,,,,
1041,Meghalaya,EASTERN REGION,,,,,,,,,,,,,,,,
1041,Mizoram,EASTERN REGION,,,,,,,,,,,,,,,,
1041,Kerala,SOUTHERN REGION,,,,,,,,,,,,,,,,
1042,Punjab,NORTHERN REGION,,,,,,,,,,,,,,,,
1042,Sikkim,EASTERN REGION,,,,,,,,,,,,,,,,
1043,Karnataka,SOUTHERN REGION,,,,,,,,,,,,,,,,
1044,Mizoram,EASTERN REGION,,,,,,,,,,,,,,,,
1044,Chhattisgarh,NORTHERN REGION,,,,,,,,,,,,,,,,
1044,Telangana,SOUTHERN REGION,,,,,,,,,,,,,,,,
1044,Meghalaya,EASTERN REGION,,,,,,,,,,,,,,,,
1045,Bihar,EASTERN REGION,,,,,,,,,,,,,,,,
1045,Uttar Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1045,Odisha,EASTERN REGION,,,,,,,,,,,,,,,,
1045,Haryana,NORTHERN REGION,,,,,,,,,,,,,,,,
1045,Meghalaya,EASTERN REGION,,,,,,,,,,,,,,,,
1046,Tripura,EASTERN REGION,,,,,,,,,,,,,,,,
1046,Uttar Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1046,Chhattisgarh,NORTHERN REGION,,,,,,,,,,,,,,,,
1046,Nagaland,EASTERN REGION,,,,,,,,,,,,,,,,
1047,Tamil Nadu,SOUTHERN REGION,,,,,,,,,,,,,,,,
1047,Madhya Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1048,Punjab,NORTHERN REGION,,,,,,,,,,,,,,,,
1049,Chhattisgarh,NORTHERN REGION,,,,,,,,,,,,,,,,
1049,Bihar,EASTERN REGION,,,,,,,,,,,,,,,,
1050,Uttar Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1050,Chhattisgarh,NORTHERN REGION,,,,,,,,,,,,,,,,
1050,Himachal Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1050,Kerala,SOUTHERN REGION,,,,,,,,,,,,,,,,
1051,Karnataka,SOUTHERN REGION,,,,,,,,,,,,,,,,
1051,Madhya Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1052,Arunachal Pradesh,EASTERN REGION,,,,,,,,,,,,,,,,
1053,Meghalaya,EASTERN REGION,,,,,,,,,,,,,,,,
1053,Manipur,EASTERN REGION,,,,,,,,,,,,,,,,
1053,Himachal Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1053,Kerala,SOUTHERN REGION,,,,,,,,,,,,,,,,
1053,Odisha,EASTERN REGION,,,,,,,,,,,,,,,,
1054,Maharashtra,WESTERN REGION,,,,,,,,,,,,,,,,
1055,Maharashtra,WESTERN REGION,,,,,,,,,,,,,,,,
1055,Nagaland,EASTERN REGION,,,,,,,,,,,,,,,,
1055,Tripura,EASTERN REGION,,,,,,,,,,,,,,,,
1055,Uttaranchal ,NORTHERN REGION,,,,,,,,,,,,,,,,
1055,Goa,WESTERN REGION,,,,,,,,,,,,,,,,
1056,Goa,WESTERN REGION,,,,,,,,,,,,,,,,
1056,Meghalaya,EASTERN REGION,,,,,,,,,,,,,,,,
1057,Rajasthan,NORTHERN REGION,,,,,,,,,,,,,,,,
1057,Himachal Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1057,Madhya Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1057,Kerala,SOUTHERN REGION,,,,,,,,,,,,,,,,
1058,Gujarat,WESTERN REGION,,,,,,,,,,,,,,,,
1058,Himachal Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1059,Madhya Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1059,Himachal Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1059,Madhya Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1059,Tamil Nadu,SOUTHERN REGION,,,,,,,,,,,,,,,,
1060,Tripura,EASTERN REGION,,,,,,,,,,,,,,,,
1060,Kerala,SOUTHERN REGION,,,,,,,,,,,,,,,,
1060,Tamil Nadu,SOUTHERN REGION,,,,,,,,,,,,,,,,
1060,Tamil Nadu,SOUTHERN REGION,,,,,,,,,,,,,,,,
1060,Mizoram,EASTERN REGION,,,,,,,,,,,,,,,,
1061,Rajasthan,NORTHERN REGION,,,,,,,,,,,,,,,,
1061,Telangana,SOUTHERN REGION,,,,,,,,,,,,,,,,
1061,Tamil Nadu,SOUTHERN REGION,,,,,,,,,,,,,,,,
1061,Madhya Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1062,Nagaland,EASTERN REGION,,,,,,,,,,,,,,,,
1062,Karnataka,SOUTHERN REGION,,,,,,,,,,,,,,,,
1062,Arunachal Pradesh,EASTERN REGION,,,,,,,,,,,,,,,,
1062,Karnataka,SOUTHERN REGION,,,,,,,,,,,,,,,,
1062,Madhya Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1063,West Bengal,EASTERN REGION,,,,,,,,,,,,,,,,
1063,Nagaland,EASTERN REGION,,,,,,,,,,,,,,,,
1063,Gujarat,WESTERN REGION,,,,,,,,,,,,,,,,
1064,Madhya Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1064,Rajasthan,NORTHERN REGION,,,,,,,,,,,,,,,,
1064,Punjab,NORTHERN REGION,,,,,,,,,,,,,,,,
1064,Punjab,NORTHERN REGION,,,,,,,,,,,,,,,,
1065,Odisha,EASTERN REGION,,,,,,,,,,,,,,,,
1065,Maharashtra,WESTERN REGION,,,,,,,,,,,,,,,,
1065,Himachal Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1065,Uttar Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1066,Sikkim,EASTERN REGION,,,,,,,,,,,,,,,,
1066,Manipur,EASTERN REGION,,,,,,,,,,,,,,,,
1066,Rajasthan,NORTHERN REGION,,,,,,,,,,,,,,,,
1066,Uttar Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1066,Karnataka,SOUTHERN REGION,,,,,,,,,,,,,,,,
1067,West Bengal,EASTERN REGION,,,,,,,,,,,,,,,,
1067,Karnataka,SOUTHERN REGION,,,,,,,,,,,,,,,,
1067,Jharkhand,EASTERN REGION,,,,,,,,,,,,,,,,
1067,Tamil Nadu,SOUTHERN REGION,,,,,,,,,,,,,,,,
1067,Uttaranchal ,NORTHERN REGION,,,,,,,,,,,,,,,,
1068,Tamil Nadu,SOUTHERN REGION,,,,,,,,,,,,,,,,
1068,Chhattisgarh,NORTHERN REGION,,,,,,,,,,,,,,,,
1068,Arunachal Pradesh,EASTERN REGION,,,,,,,,,,,,,,,,
1068,Mizoram,EASTERN REGION,,,,,,,,,,,,,,,,
1069,West Bengal,EASTERN REGION,,,,,,,,,,,,,,,,
1070,Sikkim,EASTERN REGION,,,,,,,,,,,,,,,,
1070,Chhattisgarh,NORTHERN REGION,,,,,,,,,,,,,,,,
1070,Rajasthan,NORTHERN REGION,,,,,,,,,,,,,,,,
1070,Kerala,SOUTHERN REGION,,,,,,,,,,,,,,,,
1070,Tripura,EASTERN REGION,,,,,,,,,,,,,,,,
1071,Punjab,NORTHERN REGION,,,,,,,,,,,,,,,,
1071,Gujarat,WESTERN REGION,,,,,,,,,,,,,,,,
1072,Jharkhand,EASTERN REGION,,,,,,,,,,,,,,,,
1072,Jharkhand,EASTERN REGION,,,,,,,,,,,,,,,,
1072,Kerala,SOUTHERN REGION,,,,,,,,,,,,,,,,
1072,Goa,WESTERN REGION,,,,,,,,,,,,,,,,
1073,Mizoram,EASTERN REGION,,,,,,,,,,,,,,,,
1073,Mizoram,EASTERN REGION,,,,,,,,,,,,,,,,
1073,Maharashtra,WESTERN REGION,,,,,,,,,,,,,,,,
1073,Chhattisgarh,NORTHERN REGION,,,,,,,,,,,,,,,,
1073,West Bengal,EASTERN REGION,,,,,,,,,,,,,,,,
1074,Uttaranchal ,NORTHERN REGION,,,,,,,,,,,,,,,,
1074,Himachal Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1074,Uttaranchal ,NORTHERN REGION,,,,,,,,,,,,,,,,
1074,Arunachal Pradesh,EASTERN REGION,,,,,,,,,,,,,,,,
1074,Nagaland,EASTERN REGION,,,,,,,,,,,,,,,,
1075,Tamil Nadu,SOUTHERN REGION,,,,,,,,,,,,,,,,
1075,Haryana,NORTHERN REGION,,,,,,,,,,,,,,,,
1075,Uttar Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1076,Tripura,EASTERN REGION,,,,,,,,,,,,,,,,
1077,Telangana,SOUTHERN REGION,,,,,,,,,,,,,,,,
1077,Madhya Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1077,Uttaranchal ,NORTHERN REGION,,,,,,,,,,,,,,,,
1077,Sikkim,EASTERN REGION,,,,,,,,,,,,,,,,
1077,Madhya Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1078,Gujarat,WESTERN REGION,,,,,,,,,,,,,,,,
1078,Bihar,EASTERN REGION,,,,,,,,,,,,,,,,
1078,Uttaranchal ,NORTHERN REGION,,,,,,,,,,,,,,,,
1078,Tamil Nadu,SOUTHERN REGION,,,,,,,,,,,,,,,,
1078,Meghalaya,EASTERN REGION,,,,,,,,,,,,,,,,
1079,Manipur,EASTERN REGION,,,,,,,,,,,,,,,,
1079,Sikkim,EASTERN REGION,,,,,,,,,,,,,,,,
1079,Chhattisgarh,NORTHERN REGION,,,,,,,,,,,,,,,,
1080,Haryana,NORTHERN REGION,,,,,,,,,,,,,,,,
1080,Kerala,SOUTHERN REGION,,,,,,,,,,,,,,,,
1080,Karnataka,SOUTHERN REGION,,,,,,,,,,,,,,,,
1081,Tripura,EASTERN REGION,,,,,,,,,,,,,,,,
1081,Himachal Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1081,Himachal Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1081,Manipur,EASTERN REGION,,,,,,,,,,,,,,,,
1081,Telangana,SOUTHERN REGION,,,,,,,,,,,,,,,,
1082,Sikkim,EASTERN REGION,,,,,,,,,,,,,,,,
1082,Nagaland,EASTERN REGION,,,,,,,,,,,,,,,,
1082,Meghalaya,EASTERN REGION,,,,,,,,,,,,,,,,
1082,Sikkim,EASTERN REGION,,,,,,,,,,,,,,,,
1083,Himachal Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1083,Punjab,NORTHERN REGION,,,,,,,,,,,,,,,,
1083,Nagaland,EASTERN REGION,,,,,,,,,,,,,,,,
1084,Jharkhand,EASTERN REGION,,,,,,,,,,,,,,,,
1084,Odisha,EASTERN REGION,,,,,,,,,,,,,,,,
1085,Haryana,NORTHERN REGION,,,,,,,,,,,,,,,,
1085,Andhra Pradesh,SOUTHERN REGION,,,,,,,,,,,,,,,,
1085,Kerala,SOUTHERN REGION,,,,,,,,,,,,,,,,
1085,Tripura,EASTERN REGION,,,,,,,,,,,,,,,,
1086,West Bengal,EASTERN REGION,,,,,,,,,,,,,,,,
1086,Mizoram,EASTERN REGION,,,,,,,,,,,,,,,,
1086,Assam,EASTERN REGION,,,,,,,,,,,,,,,,
1086,Meghalaya,EASTERN REGION,,,,,,,,,,,,,,,,
1087,Assam,EASTERN REGION,,,,,,,,,,,,,,,,
1087,Jharkhand,EASTERN REGION,,,,,,,,,,,,,,,,
1087,Telangana,SOUTHERN REGION,,,,,,,,,,,,,,,,
1087,Jharkhand,EASTERN REGION,,,,,,,,,,,,,,,,
1088,Meghalaya,EASTERN REGION,,,,,,,,,,,,,,,,
1088,Arunachal Pradesh,EASTERN REGION,,,,,,,,,,,,,,,,
1089,Bihar,EASTERN REGION,,,,,,,,,,,,,,,,
1089,West Bengal,EASTERN REGION,,,,,,,,,,,,,,,,
1089,Bihar,EASTERN REGION,,,,,,,,,,,,,,,,
1089,Telangana,SOUTHERN REGION,,,,,,,,,,,,,,,,
1090,Goa,WESTERN REGION,,,,,,,,,,,,,,,,
1090,Odisha,EASTERN REGION,,,,,,,,,,,,,,,,
1090,Telangana,SOUTHERN REGION,,,,,,,,,,,,,,,,
1090,Meghalaya,EASTERN REGION,,,,,,,,,,,,,,,,
1091,Telangana,SOUTHERN REGION,,,,,,,,,,,,,,,,
1091,Arunachal Pradesh,EASTERN REGION,,,,,,,,,,,,,,,,
1091,Karnataka,SOUTHERN REGION,,,,,,,,,,,,,,,,
1091,Madhya Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1092,Mizoram,EASTERN REGION,,,,,,,,,,,,,,,,
1092,Karnataka,SOUTHERN REGION,,,,,,,,,,,,,,,,
1093,Telangana,SOUTHERN REGION,,,,,,,,,,,,,,,,
1093,Karnataka,SOUTHERN REGION,,,,,,,,,,,,,,,,
1093,Gujarat,WESTERN REGION,,,,,,,,,,,,,,,,
1093,Odisha,EASTERN REGION,,,,,,,,,,,,,,,,
1093,Kerala,SOUTHERN REGION,,,,,,,,,,,,,,,,
1094,Assam,EASTERN REGION,,,,,,,,,,,,,,,,
1094,Tamil Nadu,SOUTHERN REGION,,,,,,,,,,,,,,,,
1094,Punjab,NORTHERN REGION,,,,,,,,,,,,,,,,
1095,Haryana,NORTHERN REGION,,,,,,,,,,,,,,,,
1095,Telangana,SOUTHERN REGION,,,,,,,,,,,,,,,,
1096,Arunachal Pradesh,EASTERN REGION,,,,,,,,,,,,,,,,
1097,Maharashtra,WESTERN REGION,,,,,,,,,,,,,,,,
1097,Chhattisgarh,NORTHERN REGION,,,,,,,,,,,,,,,,
1097,Assam,EASTERN REGION,,,,,,,,,,,,,,,,
1097,Mizoram,EASTERN REGION,,,,,,,,,,,,,,,,
1098,West Bengal,EASTERN REGION,,,,,,,,,,,,,,,,
1098,Madhya Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1098,Chhattisgarh,NORTHERN REGION,,,,,,,,,,,,,,,,
1099,Manipur,EASTERN REGION,,,,,,,,,,,,,,,,
1099,Goa,WESTERN REGION,,,,,,,,,,,,,,,,
1099,West Bengal,EASTERN REGION,,,,,,,,,,,,,,,,
1100,Arunachal Pradesh,EASTERN REGION,,,,,,,,,,,,,,,,
1101,Andhra Pradesh,SOUTHERN REGION,,,,,,,,,,,,,,,,
1101,Haryana,NORTHERN REGION,,,,,,,,,,,,,,,,
1101,Manipur,EASTERN REGION,,,,,,,,,,,,,,,,
1101,Odisha,EASTERN REGION,,,,,,,,,,,,,,,,
1101,West Bengal,EASTERN REGION,,,,,,,,,,,,,,,,
1102,Madhya Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1103,Himachal Pradesh,NORTHERN REGION,,,,,,,,,,,,,,,,
1103,Odisha,EASTERN REGION,,,,,,,,,,,,,,,,
1104,Bihar,EASTERN REGION,,,,,,,,,,,,,,,,
1104,Sikkim,EASTERN REGION,,,,,,,,,,,,,,,,
1104,Tripura,EASTERN REGION,,,,,,,,,,,,,,,,
1105,Maharashtra,WESTERN REGION,,,,,,,,,,,,,,,,
1105,West Bengal,EASTERN REGION,,,,,,,,,,,,,,,,
1105,Arunachal Pradesh,EASTERN REGION,,,,,,,,,,,,,,,,
1106,Meghalaya,EASTERN REGION,,,,,,,,,,,,,,,,
1106,Tamil Nadu,SOUTHERN REGION,,,,,,,,,,,,,,,,
1107,Meghalaya,EASTERN REGION,,,,,,,,,,,,,,,,
1108,Uttaranchal ,NORTHERN REGION,,,,,,,,,,,,,,,,
1108,Arunachal Pradesh,EASTERN REGION,,,,,,,,,,,,,,,,
1108,Telangana,SOUTHERN REGION,,,,,,,,,,,,,,,,
1109,Uttaranchal ,NORTHERN REGION,,,,,,,,,,,,,,,,
1109,Chhattisgarh,NORTHERN REGION,,,,,,,,,,,,,,,,
1109,Telangana,SOUTHERN REGION,,,,,,,,,,,,,,,,
